longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,predicted_house_value
-119.77,36.78,36.0,3616.0,779.0,1994.0,786.0,2.5434,INLAND,76931.875
-118.28,33.97,38.0,1819.0,497.0,2110.0,499.0,1.6027,<1H OCEAN,109774.96
-118.4,34.05,26.0,4473.0,923.0,1518.0,805.0,5.0762,<1H OCEAN,439846.78
-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,NEAR BAY,328056.94
-121.56,39.08,26.0,1377.0,289.0,761.0,267.0,1.4934,INLAND,66393.7
-121.98,37.54,17.0,5133.0,1375.0,3386.0,1339.0,3.1326,<1H OCEAN,218841.19
-122.29,38.3,52.0,144.0,54.0,89.0,48.0,1.0096,NEAR BAY,135486.05
-118.15,33.9,20.0,2850.0,737.0,1855.0,662.0,2.809,<1H OCEAN,178639.4
-122.04,37.34,28.0,3081.0,460.0,1260.0,461.0,7.5372,<1H OCEAN,443033.34
-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,<1H OCEAN,259095.5
-117.12,32.74,46.0,1898.0,441.0,978.0,439.0,3.2708,NEAR OCEAN,159114.11
-118.95,35.38,35.0,2220.0,388.0,906.0,373.0,3.5938,INLAND,100356.8
-122.08,37.4,23.0,806.0,158.0,373.0,156.0,5.9291,NEAR BAY,339528.12
-118.26,33.88,40.0,519.0,102.0,330.0,95.0,3.0972,<1H OCEAN,157342.84
-119.76,36.79,32.0,2463.0,468.0,1261.0,486.0,3.3281,INLAND,88021.38
-118.25,33.98,39.0,1553.0,461.0,2271.0,437.0,1.7378,<1H OCEAN,102989.805
-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,INLAND,53967.453
-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,INLAND,54586.46
-118.21,33.8,44.0,1387.0,280.0,984.0,302.0,4.25,NEAR OCEAN,194335.31
-118.27,34.15,7.0,2837.0,776.0,2287.0,736.0,3.008,<1H OCEAN,201439.03
-119.96,35.99,25.0,1047.0,270.0,1505.0,286.0,2.0976,INLAND,55179.477
-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,INLAND,263995.53
-122.46,37.71,45.0,1799.0,394.0,1436.0,389.0,3.65,NEAR OCEAN,209054.16
-121.32,38.67,31.0,2532.0,479.0,1396.0,467.0,4.0417,INLAND,119173.586
-118.07,33.96,30.0,928.0,230.0,913.0,214.0,2.6991,<1H OCEAN,146798.1
-117.0,32.77,35.0,2114.0,317.0,881.0,320.0,5.5,<1H OCEAN,228186.61
-121.99,37.54,18.0,3584.0,715.0,1673.0,661.0,3.9444,<1H OCEAN,237620.66
-121.19,38.04,35.0,703.0,117.0,290.0,107.0,3.225,INLAND,138410.53
-118.56,34.21,13.0,8327.0,1849.0,4126.0,1773.0,3.7313,<1H OCEAN,225233.08
-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,4.0048,<1H OCEAN,153371.48
-122.2,37.78,50.0,1867.0,403.0,1128.0,378.0,2.5401,NEAR BAY,116826.97
-122.41,37.71,28.0,5015.0,1240.0,3900.0,1029.0,1.2269,NEAR BAY,247597.31
-122.07,37.64,22.0,5861.0,1516.0,5436.0,1463.0,2.5158,NEAR BAY,168069.55
-118.23,33.95,37.0,2667.0,671.0,2865.0,683.0,0.6831,<1H OCEAN,106076.01
-118.01,33.76,35.0,2072.0,349.0,1249.0,317.0,3.9855,<1H OCEAN,194732.7
-118.37,33.99,36.0,3228.0,543.0,1305.0,520.0,5.1695,<1H OCEAN,313119.84
-118.27,33.95,34.0,1261.0,315.0,1027.0,303.0,2.2946,<1H OCEAN,123842.484
-121.33,38.65,24.0,3533.0,741.0,1496.0,723.0,2.8106,INLAND,121190.53
-122.18,37.76,52.0,754.0,175.0,447.0,165.0,3.9063,NEAR BAY,190499.27
-121.97,37.28,27.0,2427.0,403.0,1301.0,438.0,5.0385,<1H OCEAN,243370.36
-117.5,34.0,15.0,1929.0,317.0,1237.0,316.0,4.4063,INLAND,151018.39
-124.1,40.9,18.0,4032.0,798.0,1948.0,775.0,2.7321,NEAR OCEAN,110076.445
-116.43,33.81,8.0,6710.0,1343.0,2069.0,781.0,3.5223,INLAND,163853.81
-120.76,38.47,17.0,1521.0,309.0,607.0,240.0,3.5,INLAND,152776.36
-118.41,34.17,35.0,2027.0,428.0,879.0,402.0,4.692,<1H OCEAN,322531.47
-122.83,38.4,37.0,2217.0,451.0,1019.0,428.0,3.1217,<1H OCEAN,196308.69
-118.46,34.4,12.0,25957.0,4798.0,10475.0,4490.0,4.542,<1H OCEAN,233349.4
-122.19,37.71,36.0,361.0,69.0,158.0,58.0,5.5461,NEAR BAY,254540.27
-119.91,37.23,17.0,2171.0,389.0,1042.0,375.0,3.625,INLAND,124945.94
-121.92,37.3,36.0,2088.0,358.0,772.0,347.0,4.2762,<1H OCEAN,275020.78
-117.26,32.95,22.0,5484.0,1227.0,1947.0,1012.0,4.4375,NEAR OCEAN,363031.25
-119.01,35.37,33.0,821.0,181.0,579.0,172.0,1.2469,INLAND,59544.246
-117.67,33.49,15.0,2782.0,579.0,983.0,525.0,2.1935,<1H OCEAN,251904.03
-117.81,35.65,19.0,1124.0,290.0,598.0,261.0,1.8984,INLAND,94593.516
-118.42,33.98,3.0,475.0,155.0,236.0,153.0,3.6667,<1H OCEAN,353281.47
-122.4,37.76,52.0,1495.0,311.0,506.0,275.0,4.4375,NEAR BAY,343787.28
-119.84,36.81,18.0,2789.0,378.0,937.0,364.0,7.7062,INLAND,245938.28
-121.43,37.75,42.0,1207.0,278.0,699.0,279.0,3.3611,INLAND,122716.445
-118.22,34.09,36.0,1427.0,415.0,1835.0,410.0,2.48,<1H OCEAN,170812.67
-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,NEAR OCEAN,110721.484
-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5.0346,<1H OCEAN,165721.17
-117.94,34.04,36.0,1431.0,354.0,1367.0,334.0,3.5592,<1H OCEAN,161431.22
-117.93,34.57,5.0,5613.0,1060.0,3569.0,999.0,3.1946,INLAND,123409.74
-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375,<1H OCEAN,324962.66
-117.1,34.21,22.0,4397.0,931.0,1145.0,445.0,4.5268,INLAND,179714.83
-122.42,40.44,16.0,994.0,,495.0,181.0,2.1875,INLAND,80953.375
-121.47,38.54,47.0,2085.0,464.0,1346.0,402.0,1.2679,INLAND,69803.445
-118.14,34.08,30.0,1433.0,397.0,1110.0,346.0,2.3464,<1H OCEAN,195906.4
-118.39,34.23,18.0,3405.0,831.0,3001.0,795.0,3.0083,<1H OCEAN,186199.36
-121.41,38.69,28.0,1601.0,308.0,848.0,305.0,3.6429,INLAND,121088.85
-123.8,39.44,33.0,2024.0,459.0,1019.0,422.0,1.9208,<1H OCEAN,94768.734
-117.71,33.54,7.0,4907.0,577.0,1883.0,556.0,10.4415,<1H OCEAN,454668.62
-121.5,38.56,46.0,2646.0,645.0,1684.0,616.0,1.128,INLAND,71740.23
-117.24,32.75,36.0,2831.0,669.0,1279.0,660.0,2.9896,NEAR OCEAN,257986.36
-118.26,33.82,28.0,5091.0,1074.0,4753.0,1033.0,3.6477,<1H OCEAN,213992.27
-117.95,33.71,16.0,6058.0,1715.0,3285.0,1495.0,3.4133,<1H OCEAN,191716.16
-117.24,32.75,41.0,1989.0,514.0,1015.0,489.0,2.79,NEAR OCEAN,223273.64
-121.35,38.04,12.0,6217.0,1019.0,3771.0,961.0,3.7206,INLAND,125205.62
-117.57,33.88,39.0,679.0,164.0,769.0,179.0,2.3036,INLAND,102124.89
-117.24,32.94,12.0,2165.0,437.0,792.0,386.0,5.2648,NEAR OCEAN,288165.3
-121.63,39.12,34.0,1991.0,348.0,804.0,344.0,3.4492,INLAND,112208.87
-117.9,33.8,27.0,2176.0,442.0,1440.0,418.0,4.375,<1H OCEAN,186522.08
-122.01,38.26,12.0,4132.0,710.0,2087.0,633.0,4.5987,INLAND,157001.66
-118.44,34.17,29.0,2685.0,642.0,1085.0,599.0,3.2763,<1H OCEAN,308170.34
-117.92,33.9,13.0,1814.0,320.0,1010.0,313.0,6.3489,<1H OCEAN,277694.38
-122.64,38.01,36.0,1336.0,258.0,678.0,249.0,5.5789,NEAR OCEAN,318579.34
-119.97,36.44,18.0,1128.0,237.0,772.0,220.0,2.1771,INLAND,66468.18
-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,<1H OCEAN,193255.0
-118.05,33.84,21.0,4890.0,653.0,2295.0,654.0,6.983,<1H OCEAN,341798.3
-121.26,37.95,44.0,819.0,184.0,677.0,183.0,1.725,INLAND,66337.75
-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,INLAND,144559.11
-121.64,39.11,18.0,3212.0,542.0,1817.0,508.0,3.3793,INLAND,105856.5
-117.12,32.76,28.0,2160.0,608.0,1339.0,571.0,1.9152,NEAR OCEAN,118989.32
-116.92,32.86,11.0,2204.0,518.0,1472.0,497.0,2.3693,<1H OCEAN,124016.3
-118.83,34.33,6.0,6679.0,1164.0,3196.0,1157.0,5.4493,<1H OCEAN,259226.66
-122.39,37.78,3.0,3464.0,1179.0,1441.0,919.0,4.7105,NEAR BAY,272006.5
-117.25,32.73,38.0,1840.0,291.0,633.0,283.0,4.9125,NEAR OCEAN,383615.9
-120.84,35.3,15.0,2062.0,327.0,781.0,316.0,4.9359,NEAR OCEAN,282288.0
-117.98,33.7,17.0,1997.0,340.0,952.0,341.0,4.4148,<1H OCEAN,211652.73
-122.24,37.77,52.0,1153.0,235.0,481.0,223.0,2.6411,NEAR BAY,191055.3
-121.36,38.66,22.0,2878.0,599.0,1362.0,541.0,2.7955,INLAND,114842.62
-122.5,37.92,32.0,2639.0,415.0,1013.0,408.0,6.1632,NEAR BAY,410802.78
-120.84,37.48,10.0,2874.0,612.0,1960.0,596.0,2.7381,INLAND,108626.35
-118.31,33.88,21.0,1490.0,430.0,686.0,400.0,2.3812,<1H OCEAN,204274.05
-118.09,34.68,4.0,23386.0,4171.0,10493.0,3671.0,4.0211,INLAND,115190.414
-119.23,35.77,26.0,2636.0,468.0,1416.0,485.0,4.1917,INLAND,104090.766
-118.32,34.19,37.0,1519.0,331.0,613.0,315.0,3.0179,<1H OCEAN,264639.34
-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282,<1H OCEAN,213868.48
-118.3,34.1,25.0,3926.0,1715.0,4865.0,1612.0,1.6112,<1H OCEAN,207638.11
-121.25,36.32,12.0,4776.0,1082.0,4601.0,1066.0,2.9184,<1H OCEAN,171581.11
-118.15,33.94,36.0,1948.0,341.0,992.0,363.0,4.2594,<1H OCEAN,207605.44
-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,INLAND,122035.35
-122.56,37.9,48.0,1550.0,253.0,641.0,276.0,8.634,NEAR BAY,485655.8
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,3.8958,INLAND,134740.12
-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,<1H OCEAN,204670.81
-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,NEAR OCEAN,224341.45
-122.04,37.35,28.0,1582.0,264.0,696.0,270.0,5.678,<1H OCEAN,332899.16
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,NEAR BAY,211857.05
-118.06,33.91,24.0,4880.0,1044.0,4516.0,1050.0,4.1387,<1H OCEAN,208365.33
-118.47,34.15,43.0,804.0,117.0,267.0,110.0,8.2269,<1H OCEAN,487957.7
-118.48,34.04,47.0,1956.0,277.0,724.0,277.0,8.9616,<1H OCEAN,512431.12
-117.08,32.76,27.0,1221.0,254.0,606.0,259.0,3.0833,NEAR OCEAN,181535.88
-118.71,34.3,20.0,1586.0,187.0,699.0,209.0,6.5483,<1H OCEAN,270648.4
-118.2,34.04,18.0,796.0,227.0,547.0,218.0,1.0333,<1H OCEAN,160006.84
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,NEAR BAY,261964.95
-117.76,33.83,15.0,3086.0,457.0,1262.0,436.0,6.4415,<1H OCEAN,304818.94
-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2.1182,INLAND,94163.21
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,NEAR BAY,366221.22
-115.37,32.82,30.0,1602.0,322.0,1130.0,335.0,3.5735,INLAND,82282.33
-118.11,34.16,52.0,3158.0,459.0,1229.0,444.0,5.4223,INLAND,366545.38
-116.76,34.23,10.0,4374.0,989.0,1020.0,376.0,2.6071,INLAND,120334.04
-122.12,37.42,36.0,2607.0,551.0,1165.0,523.0,5.1524,NEAR BAY,348792.25
-117.23,32.78,35.0,1649.0,355.0,746.0,360.0,4.6293,NEAR OCEAN,267614.38
-118.44,34.19,19.0,3487.0,959.0,2278.0,835.0,2.6709,<1H OCEAN,199546.08
-120.9,37.64,26.0,1762.0,418.0,855.0,308.0,1.6767,INLAND,105186.27
-117.27,34.05,34.0,1703.0,395.0,849.0,359.0,3.1607,INLAND,110739.055
-120.85,37.06,31.0,2609.0,645.0,1796.0,629.0,1.5479,INLAND,72889.125
-116.99,32.7,15.0,3660.0,622.0,2629.0,612.0,4.0444,NEAR OCEAN,152861.3
-121.6,39.15,19.0,1396.0,336.0,940.0,309.0,1.5208,INLAND,80311.56
-117.32,34.55,18.0,279.0,59.0,188.0,60.0,0.8246,INLAND,101724.01
-121.47,38.49,17.0,3595.0,790.0,2760.0,770.0,2.3233,INLAND,96840.35
-118.45,34.23,15.0,5738.0,1767.0,4620.0,1581.0,2.3584,<1H OCEAN,191937.92
-118.08,34.12,27.0,1685.0,341.0,757.0,317.0,4.2434,<1H OCEAN,246401.03
-117.96,33.94,31.0,2397.0,518.0,1407.0,476.0,2.6641,<1H OCEAN,160578.88
-118.14,34.06,27.0,5257.0,1082.0,3496.0,1036.0,3.3906,<1H OCEAN,209015.33
-118.88,34.17,15.0,4260.0,,1701.0,669.0,5.1033,<1H OCEAN,287968.25
-117.23,33.77,5.0,2108.0,496.0,1666.0,461.0,2.0,INLAND,97185.42
-117.88,33.85,26.0,3924.0,781.0,2332.0,725.0,3.7772,<1H OCEAN,179630.45
-121.3,38.03,13.0,1014.0,200.0,712.0,197.0,3.1471,INLAND,120406.53
-117.9,33.99,18.0,8076.0,1789.0,5325.0,1707.0,3.443,<1H OCEAN,188556.05
-117.24,32.74,44.0,1488.0,259.0,667.0,281.0,4.0862,NEAR OCEAN,274062.28
-124.18,40.78,33.0,1076.0,222.0,656.0,236.0,2.5096,NEAR OCEAN,68328.48
-118.1,33.91,35.0,1592.0,335.0,1238.0,320.0,4.9732,<1H OCEAN,182751.42
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,NEAR BAY,349685.66
-121.68,39.15,14.0,2774.0,451.0,1292.0,428.0,4.3833,INLAND,146923.33
-117.14,32.7,32.0,1280.0,353.0,1335.0,330.0,1.6023,NEAR OCEAN,97128.234
-117.02,32.76,15.0,1204.0,326.0,543.0,326.0,1.0278,<1H OCEAN,139398.78
-117.86,33.62,17.0,2975.0,371.0,1247.0,398.0,10.1989,<1H OCEAN,493586.84
-117.13,32.79,35.0,1362.0,243.0,698.0,255.0,3.6458,NEAR OCEAN,146344.05
-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,<1H OCEAN,127008.89
-120.57,38.2,13.0,4110.0,847.0,1796.0,706.0,2.6417,INLAND,115622.97
-118.17,33.96,25.0,2249.0,681.0,2621.0,628.0,2.3,<1H OCEAN,145385.39
-117.74,33.46,9.0,6564.0,1316.0,1720.0,904.0,4.89,<1H OCEAN,302212.72
-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,INLAND,103777.77
-118.42,34.18,40.0,1013.0,150.0,449.0,166.0,5.7143,<1H OCEAN,342658.5
-119.69,34.38,39.0,1383.0,459.0,677.0,362.0,2.25,NEAR OCEAN,283990.22
-117.27,33.03,19.0,2899.0,499.0,1356.0,512.0,4.87,NEAR OCEAN,277731.3
-118.41,34.25,36.0,1146.0,259.0,1173.0,272.0,3.6016,<1H OCEAN,168976.78
-118.66,34.02,23.0,8798.0,1465.0,2750.0,1208.0,8.7364,NEAR OCEAN,508784.28
-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3.5083,NEAR BAY,157811.14
-120.85,37.49,39.0,2840.0,733.0,2606.0,737.0,1.9429,INLAND,81035.19
-118.29,34.17,12.0,2238.0,682.0,1882.0,611.0,2.9,<1H OCEAN,200081.97
-122.7,38.43,28.0,1585.0,412.0,1362.0,424.0,1.6685,<1H OCEAN,117557.586
-117.76,33.86,14.0,3666.0,442.0,1400.0,433.0,10.1316,<1H OCEAN,449968.1
-122.58,38.15,9.0,1302.0,177.0,682.0,190.0,7.5,<1H OCEAN,307102.1
-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,<1H OCEAN,168125.55
-120.46,36.87,20.0,1287.0,310.0,954.0,269.0,1.3386,INLAND,60622.727
-117.92,33.7,15.0,3201.0,,1510.0,622.0,4.2708,<1H OCEAN,207697.14
-121.59,39.39,22.0,2515.0,482.0,1284.0,462.0,2.1776,INLAND,83525.805
-117.94,34.02,27.0,5026.0,955.0,3899.0,930.0,3.871,<1H OCEAN,197214.12
-120.45,34.94,26.0,1058.0,232.0,891.0,243.0,3.6422,<1H OCEAN,169730.72
-117.12,32.76,23.0,2681.0,717.0,1279.0,648.0,2.1597,NEAR OCEAN,147382.33
-117.34,34.0,27.0,321.0,64.0,214.0,67.0,3.175,INLAND,117258.77
-118.05,34.1,30.0,2143.0,427.0,1107.0,416.0,4.2321,INLAND,282206.16
-118.19,33.82,19.0,2953.0,895.0,1914.0,855.0,3.5521,NEAR OCEAN,255975.62
-117.38,34.06,17.0,3139.0,569.0,1612.0,516.0,3.3571,INLAND,122315.336
-121.27,37.97,39.0,1023.0,243.0,550.0,224.0,1.1141,INLAND,83181.945
-122.18,39.75,30.0,4157.0,834.0,1885.0,774.0,1.6948,INLAND,71799.625
-118.49,34.03,32.0,3851.0,900.0,1456.0,836.0,4.5208,<1H OCEAN,450552.94
-117.68,33.54,5.0,2840.0,403.0,1363.0,403.0,7.618,<1H OCEAN,303570.8
-122.92,39.05,38.0,3131.0,624.0,1591.0,568.0,2.5457,INLAND,92397.91
-120.0,38.92,26.0,529.0,116.0,191.0,83.0,3.5,INLAND,139783.92
-121.2,37.79,36.0,866.0,160.0,502.0,149.0,2.4798,INLAND,101869.16
-117.3,34.11,42.0,525.0,111.0,444.0,120.0,2.6771,INLAND,93758.97
-118.38,33.86,24.0,3124.0,560.0,1312.0,542.0,6.3021,<1H OCEAN,365777.3
-117.01,33.75,15.0,2873.0,903.0,1094.0,659.0,1.8015,INLAND,93036.13
-118.04,33.99,47.0,2530.0,565.0,1262.0,509.0,3.6475,<1H OCEAN,199467.75
-121.25,38.69,24.0,1014.0,185.0,606.0,194.0,4.1607,INLAND,149533.4
-122.09,37.65,35.0,1130.0,192.0,543.0,184.0,4.3897,NEAR BAY,199627.45
-121.26,37.96,43.0,940.0,208.0,690.0,181.0,2.3056,INLAND,77456.53
-117.35,33.97,27.0,3960.0,886.0,2807.0,838.0,3.024,INLAND,99049.1
-118.2,33.91,36.0,2283.0,499.0,1836.0,462.0,2.8793,<1H OCEAN,146202.06
-118.46,34.02,46.0,2571.0,502.0,1225.0,501.0,6.0436,<1H OCEAN,419458.25
-118.32,33.94,37.0,1487.0,296.0,863.0,291.0,3.1563,<1H OCEAN,175028.36
-118.25,33.8,36.0,1697.0,394.0,1274.0,396.0,3.35,<1H OCEAN,158043.44
-119.75,36.75,49.0,2331.0,460.0,1290.0,477.0,2.5111,INLAND,68448.53
-122.24,38.14,15.0,8479.0,1759.0,5008.0,1646.0,3.724,NEAR BAY,156467.11
-119.05,36.07,21.0,2472.0,523.0,1238.0,504.0,1.7756,INLAND,67545.7
-120.82,37.49,25.0,1611.0,285.0,882.0,261.0,3.5547,INLAND,135934.45
-121.96,37.06,16.0,1321.0,224.0,650.0,206.0,6.3258,NEAR OCEAN,338433.2
-122.13,37.45,37.0,1287.0,197.0,510.0,206.0,7.9029,NEAR BAY,493234.72
-118.05,33.82,25.0,1548.0,279.0,732.0,265.0,5.123,<1H OCEAN,226977.31
-122.03,38.25,13.0,3334.0,541.0,1923.0,538.0,4.0905,INLAND,129300.89
-121.94,37.33,36.0,1893.0,359.0,797.0,360.0,3.6818,<1H OCEAN,250177.53
-118.0,33.73,26.0,2236.0,280.0,809.0,282.0,6.7395,<1H OCEAN,314236.88
-118.32,33.89,44.0,1300.0,252.0,695.0,249.0,5.1669,<1H OCEAN,222616.94
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,NEAR BAY,160114.3
-118.23,34.16,31.0,3105.0,582.0,1359.0,547.0,5.1718,<1H OCEAN,303086.12
-121.46,38.61,43.0,705.0,178.0,464.0,159.0,2.4205,INLAND,99646.0
-117.14,32.71,52.0,800.0,313.0,1337.0,282.0,1.5594,NEAR OCEAN,88620.9
-122.46,37.71,47.0,1527.0,283.0,1102.0,282.0,4.0,NEAR OCEAN,219284.84
-121.49,38.53,40.0,2966.0,536.0,1225.0,505.0,3.125,INLAND,116615.7
-118.49,34.22,30.0,1756.0,314.0,899.0,288.0,5.0325,<1H OCEAN,247157.16
-122.03,37.69,20.0,200.0,25.0,83.0,31.0,6.5,NEAR BAY,299087.3
-117.62,33.77,43.0,1911.0,439.0,930.0,433.0,4.6369,<1H OCEAN,259327.7
-118.07,34.12,30.0,2201.0,559.0,1194.0,531.0,4.1136,INLAND,287899.47
-118.1,33.96,36.0,2013.0,435.0,1476.0,475.0,3.9549,<1H OCEAN,185823.62
-118.36,34.03,43.0,1690.0,379.0,1017.0,359.0,2.1078,<1H OCEAN,161995.94
-117.27,34.17,16.0,30.0,3.0,49.0,8.0,4.625,INLAND,163031.61
-121.62,36.63,52.0,1437.0,298.0,836.0,257.0,3.6286,<1H OCEAN,222529.08
-118.53,34.26,18.0,3674.0,,1590.0,550.0,8.176,<1H OCEAN,378528.3
-118.52,34.04,47.0,1985.0,315.0,819.0,340.0,6.5147,<1H OCEAN,452165.1
-122.4,37.73,42.0,1413.0,406.0,1027.0,362.0,2.3625,NEAR BAY,199425.9
-117.84,33.66,5.0,1688.0,430.0,857.0,402.0,3.7857,<1H OCEAN,247802.11
-122.0,37.96,28.0,4071.0,713.0,2033.0,647.0,4.5833,INLAND,171928.75
-118.29,33.96,36.0,1717.0,417.0,902.0,368.0,1.4868,<1H OCEAN,131436.38
-121.53,39.53,35.0,1806.0,293.0,683.0,295.0,4.5156,INLAND,130660.08
-121.99,37.34,27.0,3353.0,653.0,1571.0,621.0,5.273,<1H OCEAN,295564.28
-122.23,40.2,17.0,762.0,138.0,322.0,139.0,4.2917,INLAND,120508.266
-117.25,32.73,37.0,2224.0,331.0,821.0,341.0,6.3331,NEAR OCEAN,422617.84
-118.38,33.81,41.0,1889.0,301.0,802.0,278.0,6.015,NEAR OCEAN,427240.6
-122.0,37.28,35.0,3133.0,541.0,1449.0,555.0,5.7295,<1H OCEAN,305420.22
-118.19,33.79,29.0,3497.0,1096.0,2994.0,919.0,1.8109,NEAR OCEAN,153755.19
-118.26,33.94,45.0,1080.0,218.0,850.0,237.0,2.25,<1H OCEAN,102754.02
-117.64,33.88,13.0,8010.0,1366.0,3920.0,1309.0,5.536,<1H OCEAN,246966.05
-122.41,37.61,43.0,1934.0,303.0,847.0,300.0,4.7381,NEAR OCEAN,305141.56
-117.87,33.87,7.0,2663.0,642.0,1367.0,677.0,4.6563,<1H OCEAN,222286.7
-116.47,33.84,3.0,9169.0,1512.0,3838.0,1270.0,4.3111,INLAND,168402.58
-118.47,34.19,41.0,1104.0,196.0,495.0,196.0,5.0929,<1H OCEAN,254723.12
-119.84,34.44,28.0,977.0,162.0,537.0,159.0,4.2404,NEAR OCEAN,307534.7
-120.44,34.65,30.0,2265.0,512.0,1402.0,471.0,1.975,NEAR OCEAN,130266.64
-118.1,33.9,37.0,796.0,175.0,740.0,183.0,3.6,<1H OCEAN,158281.83
-118.25,33.93,42.0,763.0,191.0,754.0,174.0,2.0486,<1H OCEAN,88787.74
-117.07,32.63,37.0,2372.0,444.0,1056.0,419.0,3.7583,NEAR OCEAN,170541.98
-122.33,38.33,15.0,3193.0,468.0,1303.0,426.0,5.3017,NEAR BAY,226225.23
-118.37,34.04,43.0,1465.0,278.0,727.0,290.0,4.0781,<1H OCEAN,273701.62
-121.88,37.39,13.0,3334.0,565.0,2240.0,561.0,7.105,<1H OCEAN,329750.47
-121.22,37.72,34.0,2123.0,387.0,1310.0,368.0,2.6368,INLAND,101000.61
-121.29,36.9,17.0,3610.0,593.0,1734.0,559.0,5.8324,INLAND,233850.61
-122.96,38.42,50.0,2530.0,524.0,940.0,361.0,2.9375,<1H OCEAN,181458.17
-121.84,37.32,14.0,5762.0,1538.0,3979.0,1389.0,3.6953,<1H OCEAN,220149.31
-119.56,36.09,14.0,1267.0,290.0,1077.0,279.0,1.85,INLAND,61625.547
-117.13,32.91,16.0,2715.0,581.0,1619.0,584.0,4.0,<1H OCEAN,161058.3
-118.99,35.4,43.0,2225.0,392.0,890.0,374.0,4.0208,INLAND,119114.46
-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,<1H OCEAN,183127.78
-121.95,36.61,31.0,1736.0,250.0,497.0,170.0,6.3835,NEAR OCEAN,421963.5
-122.29,37.48,15.0,5480.0,892.0,2009.0,831.0,7.4678,NEAR OCEAN,441722.97
-122.3,37.52,38.0,2769.0,387.0,994.0,395.0,5.5902,NEAR OCEAN,374866.12
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,NEAR BAY,100857.664
-117.33,34.03,18.0,2342.0,402.0,1264.0,382.0,4.7986,INLAND,138489.98
-122.5,37.76,52.0,2018.0,422.0,1142.0,463.0,3.7083,NEAR OCEAN,318367.7
-121.03,37.69,5.0,4034.0,771.0,1967.0,742.0,3.8065,INLAND,145087.06
-118.28,33.74,16.0,855.0,271.0,486.0,250.0,0.7591,NEAR OCEAN,203119.58
-118.1,33.82,36.0,1930.0,354.0,915.0,328.0,5.2713,<1H OCEAN,236116.69
-121.37,38.01,15.0,2430.0,315.0,1016.0,314.0,10.0088,INLAND,339013.4
-118.2,34.2,44.0,2890.0,438.0,1219.0,429.0,6.987,<1H OCEAN,416380.7
-121.84,36.61,26.0,2902.0,761.0,2258.0,719.0,2.5663,<1H OCEAN,178501.1
-119.52,34.4,20.0,1834.0,477.0,1305.0,417.0,3.2125,NEAR OCEAN,260500.36
-117.98,34.0,22.0,3632.0,538.0,1968.0,566.0,6.019,<1H OCEAN,273028.2
-118.42,37.36,18.0,2281.0,520.0,1425.0,465.0,1.7388,INLAND,78472.94
-115.54,32.98,27.0,1513.0,395.0,1121.0,381.0,1.9464,INLAND,62313.543
-122.36,37.95,40.0,408.0,102.0,302.0,81.0,1.8333,NEAR BAY,91512.54
-117.29,32.92,25.0,2355.0,381.0,823.0,358.0,6.8322,NEAR OCEAN,419984.94
-116.25,33.75,33.0,278.0,91.0,375.0,81.0,2.025,INLAND,61045.855
-117.34,33.98,10.0,17286.0,4952.0,9851.0,4616.0,1.7579,INLAND,86584.16
-119.78,36.27,29.0,1871.0,315.0,1066.0,309.0,4.5714,INLAND,111072.17
-120.1,39.33,9.0,2738.0,510.0,1193.0,412.0,4.3958,INLAND,151206.36
-122.04,37.96,16.0,2913.0,723.0,1705.0,693.0,2.9097,NEAR BAY,145824.6
-117.91,33.65,19.0,1589.0,421.0,1118.0,394.0,4.1029,<1H OCEAN,234329.53
